CustomerKey,Region,Model,IncomeGroup,FreqBuy
25921,Pacific,Road Bottle Cage,Low,1
25926,Pacific,Road Bottle Cage,Low,1
25928,Pacific,Road Bottle Cage,Low,1
25935,Pacific,Road Bottle Cage,Low,1
25938,Pacific,Road Bottle Cage,Low,1
25940,Pacific,Road Bottle Cage,Low,1
25941,Pacific,Road Bottle Cage,Low,1
25943,North America,Road Bottle Cage,High,1
25945,Pacific,Road Bottle Cage,Low,1
25970,North America,Road Bottle Cage,Moderate,1
25972,North America,Road Bottle Cage,High,1
25973,North America,Road Bottle Cage,High,1
25975,North America,Road Bottle Cage,High,1
25996,North America,Road Bottle Cage,Moderate,1
26021,Pacific,Road Bottle Cage,High,1
26023,Pacific,Road Bottle Cage,Moderate,1
26024,Pacific,Road Bottle Cage,High,1
26025,Pacific,Road Bottle Cage,High,1
26038,Europe,Road Bottle Cage,Low,1
26041,North America,Road Bottle Cage,High,1
26066,North America,Road Bottle Cage,High,1
26089,North America,Road Bottle Cage,High,1
26091,North America,Road Bottle Cage,High,1
26093,North America,Road Bottle Cage,Moderate,1
26097,North America,Road Bottle Cage,High,1
26107,North America,Road Bottle Cage,High,1
26113,North America,Road Bottle Cage,High,1
26114,North America,Road Bottle Cage,High,1
26120,North America,Road Bottle Cage,Moderate,1
26121,North America,Road Bottle Cage,Moderate,1
26131,Pacific,Road Bottle Cage,Moderate,1
26134,Pacific,Road Bottle Cage,High,1
26140,Pacific,Road Bottle Cage,High,1
26142,Pacific,Road Bottle Cage,Moderate,1
26148,Pacific,Road Bottle Cage,High,1
26189,Pacific,Road Bottle Cage,Moderate,1
26223,Europe,Road Bottle Cage,Low,1
26230,Europe,Road Bottle Cage,Low,1
26257,North America,Road Bottle Cage,Low,1
26281,North America,Road Bottle Cage,Moderate,1
26285,North America,Road Bottle Cage,Moderate,1
26292,North America,Road Bottle Cage,High,1
26293,North America,Road Bottle Cage,High,1
26297,North America,Road Bottle Cage,Moderate,1
26299,North America,Road Bottle Cage,Moderate,1
26319,North America,Road Bottle Cage,High,1
26321,North America,Road Bottle Cage,High,1
26325,North America,Road Bottle Cage,High,1
26375,Pacific,Road Bottle Cage,High,1
26398,Europe,Road Bottle Cage,High,1
26412,Europe,Road Bottle Cage,High,1
26422,Pacific,Road Bottle Cage,High,1
26442,Pacific,Road Bottle Cage,High,1
26487,North America,Road Bottle Cage,High,1
26529,North America,Road Bottle Cage,High,1
26532,North America,Road Bottle Cage,High,1
26549,Pacific,Road Bottle Cage,Low,1
26560,Pacific,Road Bottle Cage,Low,1
26561,Pacific,Road Bottle Cage,Low,1
26562,Pacific,Road Bottle Cage,Moderate,1
26587,Pacific,Road Bottle Cage,High,1
26617,North America,Road Bottle Cage,Moderate,1
26625,North America,Road Bottle Cage,Moderate,1
26626,North America,Road Bottle Cage,Moderate,1
26633,North America,Road Bottle Cage,Moderate,1
26634,North America,Road Bottle Cage,Moderate,1
26635,North America,Road Bottle Cage,Moderate,1
26640,North America,Road Bottle Cage,High,1
26644,North America,Road Bottle Cage,Moderate,1
26661,Pacific,Road Bottle Cage,Moderate,1
26663,Pacific,Road Bottle Cage,Moderate,1
26676,North America,Road Bottle Cage,Moderate,1
26694,North America,Road Bottle Cage,High,1
26708,North America,Road Bottle Cage,High,1
26718,North America,Road Bottle Cage,High,1
26727,North America,Road Bottle Cage,High,1
26728,North America,Road Bottle Cage,High,1
26729,North America,Road Bottle Cage,High,1
26752,Pacific,Road Bottle Cage,Moderate,1
26818,Europe,Road Bottle Cage,Low,1
26822,Europe,Road Bottle Cage,Low,1
26854,Europe,Road Bottle Cage,Moderate,1
26892,Europe,Road Bottle Cage,Moderate,1
26917,Pacific,Road Bottle Cage,Low,1
26918,Pacific,Road Bottle Cage,Low,1
26920,Pacific,Road Bottle Cage,Low,1
26921,Pacific,Road Bottle Cage,Low,1
26929,Europe,Road Bottle Cage,Moderate,1
26956,Europe,Road Bottle Cage,Low,1
26962,Europe,Road Bottle Cage,Low,1
26963,Europe,Road Bottle Cage,Low,1
26966,Europe,Road Bottle Cage,Low,1
26975,Europe,Road Bottle Cage,Low,1
26976,Europe,Road Bottle Cage,Low,1
26978,Europe,Road Bottle Cage,Moderate,1
26979,Europe,Road Bottle Cage,Moderate,1
27008,Europe,Road Bottle Cage,Moderate,1
27075,North America,Road Bottle Cage,High,1
27092,North America,Road Bottle Cage,High,1
27105,North America,Road Bottle Cage,High,1
27114,North America,Road Bottle Cage,High,1
27119,Europe,Road Bottle Cage,Low,1
27125,Europe,Road Bottle Cage,Low,1
27137,Europe,Road Bottle Cage,Low,1
27139,Europe,Road Bottle Cage,Low,1
27142,Europe,Road Bottle Cage,Low,1
27154,Europe,Road Bottle Cage,Low,1
27159,Europe,Road Bottle Cage,Low,1
27161,Europe,Road Bottle Cage,Low,1
27170,Europe,Road Bottle Cage,Low,1
27171,Europe,Road Bottle Cage,Low,1
27179,Europe,Road Bottle Cage,Low,1
27185,Europe,Road Bottle Cage,Moderate,1
27203,North America,Road Bottle Cage,Low,1
27280,North America,Road Bottle Cage,High,1
27288,North America,Road Bottle Cage,High,1
27305,Europe,Road Bottle Cage,High,1
27390,North America,Road Bottle Cage,Moderate,1
27440,North America,Road Bottle Cage,High,1
27449,North America,Road Bottle Cage,High,1
27455,North America,Road Bottle Cage,High,1
27469,Pacific,Road Bottle Cage,Low,1
27470,Pacific,Road Bottle Cage,Low,1
27472,Pacific,Road Bottle Cage,Low,1
27486,Pacific,Road Bottle Cage,Low,1
27490,Pacific,Road Bottle Cage,Low,1
27492,Pacific,Road Bottle Cage,Low,1
27494,Pacific,Road Bottle Cage,Moderate,1
27500,Pacific,Road Bottle Cage,High,1
27501,Pacific,Road Bottle Cage,High,1
27511,Pacific,Road Bottle Cage,High,1
27537,North America,Road Bottle Cage,High,1
27540,North America,Road Bottle Cage,High,1
27542,North America,Road Bottle Cage,High,1
27574,North America,Road Bottle Cage,High,1
27582,Pacific,Road Bottle Cage,High,1
27583,Pacific,Road Bottle Cage,High,1
27585,Pacific,Road Bottle Cage,High,1
27590,Pacific,Road Bottle Cage,Moderate,1
27597,Pacific,Road Bottle Cage,High,1
27598,Pacific,Road Bottle Cage,High,1
27617,North America,Road Bottle Cage,High,1
27623,North America,Road Bottle Cage,High,1
27636,North America,Road Bottle Cage,High,1
27670,North America,Road Bottle Cage,High,1
27706,Pacific,Road Bottle Cage,High,1
27711,Pacific,Road Bottle Cage,High,1
27713,Pacific,Road Bottle Cage,Moderate,1
27722,Pacific,Road Bottle Cage,High,1
27789,Europe,Road Bottle Cage,Low,1
27790,Europe,Road Bottle Cage,Low,1
27796,Europe,Road Bottle Cage,Moderate,1
27810,Europe,Road Bottle Cage,Moderate,1
27818,Europe,Road Bottle Cage,Moderate,1
27846,Europe,Road Bottle Cage,Low,1
27853,Europe,Road Bottle Cage,Low,1
27856,Europe,Road Bottle Cage,Low,1
27862,Pacific,Road Bottle Cage,Low,1
27866,Pacific,Road Bottle Cage,Low,1
27877,Pacific,Road Bottle Cage,Low,1
27891,Europe,Road Bottle Cage,Low,1
27898,Europe,Road Bottle Cage,Low,1
27907,Europe,Road Bottle Cage,Low,1
27946,Europe,Road Bottle Cage,High,1
27974,Pacific,Road Bottle Cage,High,1
27977,Pacific,Road Bottle Cage,High,1
27986,Pacific,Road Bottle Cage,High,1
27987,Pacific,Road Bottle Cage,High,1
28038,North America,Road Bottle Cage,High,1
28059,North America,Road Bottle Cage,Moderate,1
28063,North America,Road Bottle Cage,High,1
28069,North America,Road Bottle Cage,High,1
28072,North America,Road Bottle Cage,High,1
28078,North America,Road Bottle Cage,High,1
28118,Pacific,Road Bottle Cage,High,1
28124,North America,Road Bottle Cage,Moderate,1
28131,North America,Road Bottle Cage,High,1
28132,Pacific,Road Bottle Cage,High,1
28159,North America,Road Bottle Cage,High,1
28196,North America,Road Bottle Cage,High,1
28218,Pacific,Road Bottle Cage,High,1
28234,North America,Road Bottle Cage,High,1
28244,North America,Road Bottle Cage,High,1
28246,North America,Road Bottle Cage,High,1
28249,North America,Road Bottle Cage,High,1
28257,North America,Road Bottle Cage,High,1
28288,North America,Road Bottle Cage,High,1
28336,North America,Road Bottle Cage,Moderate,1
28352,Pacific,Road Bottle Cage,Moderate,1
28353,Pacific,Road Bottle Cage,Moderate,1
28366,Europe,Road Bottle Cage,Low,1
28368,Europe,Road Bottle Cage,Low,1
28370,Europe,Road Bottle Cage,Low,1
28372,Europe,Road Bottle Cage,Low,1
28376,Europe,Road Bottle Cage,Moderate,1
28399,Europe,Road Bottle Cage,Low,1
28404,Europe,Road Bottle Cage,Low,1
28420,Europe,Road Bottle Cage,Moderate,1
28425,Europe,Road Bottle Cage,Low,1
28436,Europe,Road Bottle Cage,Low,1
28477,Europe,Road Bottle Cage,Low,1
28493,Europe,Road Bottle Cage,Low,1
28503,Europe,Road Bottle Cage,Low,1
28511,Europe,Road Bottle Cage,Low,1
28517,Europe,Road Bottle Cage,Low,1
28522,Europe,Road Bottle Cage,Moderate,1
28530,Europe,Road Bottle Cage,Low,1
28555,Europe,Road Bottle Cage,Moderate,1
28563,Europe,Road Bottle Cage,Moderate,1
28609,North America,Road Bottle Cage,Low,1
28686,Europe,Road Bottle Cage,Low,1
28697,Europe,Road Bottle Cage,Moderate,1
28698,Europe,Road Bottle Cage,Low,1
28715,Pacific,Road Bottle Cage,Moderate,1
28733,Europe,Road Bottle Cage,Moderate,1
28741,Europe,Road Bottle Cage,Moderate,1
28751,Europe,Road Bottle Cage,Moderate,1
28756,Europe,Road Bottle Cage,Moderate,1
28787,North America,Road Bottle Cage,Low,1
28895,Europe,Road Bottle Cage,High,1
28910,Europe,Road Bottle Cage,High,1
29041,North America,Road Bottle Cage,High,1
29087,Pacific,Road Bottle Cage,Low,1
29088,Pacific,Road Bottle Cage,Low,1
29091,Pacific,Road Bottle Cage,Low,1
29097,Pacific,Road Bottle Cage,Moderate,1
29099,Pacific,Road Bottle Cage,Moderate,1
29168,North America,Road Bottle Cage,High,1
29174,North America,Road Bottle Cage,High,1
29175,North America,Road Bottle Cage,High,1
29181,Pacific,Road Bottle Cage,Moderate,1
29187,Pacific,Road Bottle Cage,Moderate,1
29201,North America,Road Bottle Cage,High,1
29203,North America,Road Bottle Cage,High,1
29238,North America,Road Bottle Cage,High,1
29239,North America,Road Bottle Cage,High,1
29252,North America,Road Bottle Cage,High,1
29255,North America,Road Bottle Cage,High,1
29258,North America,Road Bottle Cage,High,1
29264,North America,Road Bottle Cage,High,1
29279,North America,Road Bottle Cage,High,1
29294,Pacific,Road Bottle Cage,Moderate,1
29297,Pacific,Road Bottle Cage,Moderate,1
29298,Pacific,Road Bottle Cage,Moderate,1
29299,Pacific,Road Bottle Cage,Moderate,1
29311,Pacific,Road Bottle Cage,Moderate,1
29343,Pacific,Road Bottle Cage,Moderate,1
29344,Pacific,Road Bottle Cage,Moderate,1
29357,Europe,Road Bottle Cage,Moderate,1
29368,Europe,Road Bottle Cage,Moderate,1
29369,Europe,Road Bottle Cage,Moderate,1
29375,Europe,Road Bottle Cage,Low,1
29395,Europe,Road Bottle Cage,Low,1
29456,Pacific,Road Bottle Cage,Low,1
29457,Pacific,Road Bottle Cage,Low,1
29460,Pacific,Road Bottle Cage,Low,1
29462,Pacific,Road Bottle Cage,Low,1
29463,Pacific,Road Bottle Cage,Low,1
29464,Pacific,Road Bottle Cage,Low,1
29465,Pacific,Road Bottle Cage,Low,1
29480,Europe,Road Bottle Cage,Low,1
11012,North America,Road Tire Tube,High,1
11023,North America,Road Tire Tube,Moderate,1
11024,North America,Road Tire Tube,Moderate,1
11049,North America,Road Tire Tube,Moderate,1
11065,North America,Road Tire Tube,Moderate,1
11066,North America,Road Tire Tube,High,1
11067,North America,Road Tire Tube,Moderate,1
11078,North America,Road Tire Tube,Moderate,1
11085,North America,Road Tire Tube,Moderate,1
11086,North America,Road Tire Tube,High,1
11420,Europe,Road Bottle Cage,High,1
11422,Europe,Road Bottle Cage,High,1
16616,Pacific,Patch kit,High,1
16674,Pacific,Patch kit,High,1
16680,Pacific,Patch kit,High,1
16692,Pacific,Patch kit,Moderate,1
16621,Pacific,Patch kit,High,1
16625,Pacific,Patch kit,High,1
16631,Pacific,Patch kit,High,1
16632,Pacific,Patch kit,High,1
16637,Pacific,Patch kit,High,1
16645,North America,Patch kit,High,1
16648,North America,Patch kit,High,1
16657,Pacific,Patch kit,High,1
16665,Pacific,Patch kit,High,1
16607,Pacific,Patch kit,High,1
13140,Pacific,Patch kit,Moderate,1
13141,Pacific,Patch kit,Moderate,1
13106,Pacific,Patch kit,Moderate,1
13115,Pacific,Patch kit,High,1
13117,Pacific,Patch kit,High,1
13121,Pacific,Patch kit,High,1
13123,Pacific,Patch kit,High,1
14907,North America,Patch kit,Moderate,1
14923,Europe,Patch kit,Low,1
14937,Europe,Patch kit,Low,1
14940,Europe,Patch kit,Moderate,1
14965,Europe,Patch kit,Low,1
14983,Europe,Patch kit,Low,1
14992,Europe,Patch kit,Low,1
16180,Pacific,Patch kit,High,1
16184,Pacific,Patch kit,Moderate,1
16202,Europe,Patch kit,Low,1
16203,Europe,Patch kit,Moderate,1
16229,North America,Patch kit,Moderate,1
16247,North America,Patch kit,Moderate,1
16265,Europe,Patch kit,Low,1
16268,Europe,Patch kit,Low,1
16269,Europe,Patch kit,Low,1
16276,Europe,Patch kit,Low,1
16287,Europe,Patch kit,Moderate,1
16298,Europe,Patch kit,Moderate,1
16306,Europe,Patch kit,Low,1
16321,Europe,Patch kit,Low,1
16325,Europe,Patch kit,Low,1
16329,Europe,Patch kit,Low,1
16332,Pacific,Patch kit,Low,1
16337,North America,Patch kit,Moderate,1
16341,Pacific,Patch kit,Low,1
16346,Pacific,Patch kit,Moderate,1
16347,Pacific,Patch kit,High,1
16352,Pacific,Patch kit,High,1
16356,North America,Patch kit,Moderate,1
16359,North America,Patch kit,Low,1
16365,North America,Patch kit,Moderate,1
16374,North America,Patch kit,Moderate,1
16376,North America,Patch kit,Moderate,1
16401,Europe,Patch kit,Low,1
16407,Europe,Patch kit,Low,1
16419,Europe,Patch kit,Low,1
16421,Europe,Patch kit,Low,1
16425,Europe,Patch kit,Moderate,1
16435,Europe,Patch kit,Moderate,1
16448,Europe,Patch kit,Moderate,1
16453,Europe,Patch kit,Low,1
16467,Europe,Patch kit,Low,1
16472,Europe,Patch kit,Low,1
16484,Pacific,Patch kit,Moderate,1
16486,Pacific,Patch kit,Low,1
16497,North America,Patch kit,Low,1
16507,Europe,Patch kit,Low,1
16511,Europe,Patch kit,Low,1
16545,Europe,Patch kit,Low,1
16555,Europe,Patch kit,Low,1
16564,Europe,Patch kit,Low,1
16565,Europe,Patch kit,Moderate,1
16567,Europe,Patch kit,Moderate,1
16581,Europe,Patch kit,High,1
16583,Europe,Patch kit,High,1
16589,Europe,Patch kit,High,1
16595,Europe,Patch kit,High,1
16601,Europe,Patch kit,High,1
16602,Europe,Patch kit,High,1
16034,Europe,Patch kit,Low,1
16038,Europe,Patch kit,Low,1
16056,Europe,Patch kit,Low,1
16060,North America,Patch kit,Moderate,1
16061,North America,Patch kit,Moderate,1
16062,North America,Patch kit,Moderate,1
16064,North America,Patch kit,Moderate,1
16065,North America,Patch kit,Moderate,1
16072,North America,Patch kit,Moderate,1
16075,North America,Patch kit,Moderate,1
16076,North America,Patch kit,Moderate,1
16080,North America,Patch kit,Moderate,1
16092,North America,Patch kit,Moderate,1
16094,North America,Patch kit,Moderate,1
16101,North America,Patch kit,High,1
16120,North America,Patch kit,Moderate,1
16131,North America,Patch kit,Moderate,1
16145,North America,Patch kit,High,1
16147,North America,Patch kit,High,1
16159,Pacific,Patch kit,High,1
16165,Pacific,Patch kit,High,1
16166,Pacific,Patch kit,High,1
16170,Pacific,Patch kit,High,1
16175,Pacific,Patch kit,Moderate,1
14685,Pacific,Patch kit,Moderate,1
14692,Europe,Patch kit,Low,1
14705,Europe,Patch kit,Moderate,1
14715,Europe,Patch kit,Moderate,1
14720,Europe,Patch kit,Moderate,1
14724,North America,Patch kit,Moderate,1
14725,North America,Patch kit,Moderate,1
14739,North America,Patch kit,Moderate,1
14742,North America,Patch kit,Moderate,1
14744,North America,Patch kit,Moderate,1
14754,North America,Patch kit,Moderate,1
14759,North America,Patch kit,High,1
14760,North America,Patch kit,High,1
14764,North America,Patch kit,Moderate,1
14765,North America,Patch kit,Moderate,1
14772,Europe,Patch kit,Low,1
14780,Europe,Patch kit,Low,1
14784,Europe,Patch kit,Low,1
14795,Europe,Patch kit,Low,1
14808,Europe,Patch kit,Low,1
14809,Europe,Patch kit,Low,1
14836,Europe,Patch kit,Low,1
14862,Europe,Patch kit,Moderate,1
14897,North America,Patch kit,Moderate,1
14096,North America,Patch kit,Low,1
14100,Pacific,Patch kit,Moderate,1
14163,Europe,Patch kit,Moderate,1
14165,Europe,Patch kit,Moderate,1
14175,Europe,Patch kit,High,1
14177,Europe,Patch kit,High,1
14213,Pacific,Patch kit,High,1
14221,Pacific,Patch kit,High,1
14222,Pacific,Patch kit,High,1
14224,Pacific,Patch kit,High,1
14262,Pacific,Patch kit,High,1
14265,North America,Patch kit,Low,1
14279,Pacific,Patch kit,High,1
14281,North America,Patch kit,High,1
14282,North America,Patch kit,Low,1
14307,Pacific,Patch kit,Moderate,1
14315,Pacific,Patch kit,High,1
14317,Pacific,Patch kit,High,1
14321,Pacific,Patch kit,High,1
14323,Pacific,Patch kit,High,1
14325,Pacific,Patch kit,High,1
14327,North America,Patch kit,Low,1
14332,North America,Patch kit,Low,1
14341,North America,Patch kit,Low,1
14359,North America,Patch kit,High,1
14363,North America,Patch kit,Moderate,1
14371,North America,Patch kit,Moderate,1
14389,North America,Patch kit,Moderate,1
14394,North America,Patch kit,High,1
14403,North America,Patch kit,Moderate,1
14439,North America,Patch kit,High,1
14446,North America,Patch kit,High,1
14451,North America,Patch kit,High,1
14464,North America,Patch kit,High,1
14472,North America,Patch kit,High,1
14474,North America,Patch kit,Moderate,1
14476,North America,Patch kit,Moderate,1
14485,North America,Patch kit,High,1
14499,North America,Patch kit,High,1
14502,North America,Patch kit,High,1
14504,North America,Patch kit,High,1
14510,North America,Patch kit,High,1
14530,Europe,Patch kit,Low,1
14537,Europe,Patch kit,Low,1
14542,Europe,Patch kit,Low,1
14543,Europe,Patch kit,Low,1
14561,North America,Patch kit,Moderate,1
14569,North America,Patch kit,Moderate,1
14574,North America,Patch kit,Moderate,1
14577,North America,Patch kit,Moderate,1
14591,North America,Patch kit,Moderate,1
14625,North America,Patch kit,High,1
14635,North America,Patch kit,Moderate,1
14641,North America,Patch kit,Moderate,1
14669,Pacific,Patch kit,High,1
14677,Pacific,Patch kit,High,1
21083,Europe,Racing Socks,Low,1
21319,North America,Racing Socks,High,1
21338,North America,Racing Socks,Moderate,1
21378,Pacific,Racing Socks,Low,1
21523,Europe,Racing Socks,High,1
21556,Pacific,Racing Socks,High,1
21570,Pacific,Racing Socks,High,1
21622,North America,Racing Socks,Moderate,1
21703,North America,Racing Socks,Low,1
21770,North America,Racing Socks,Moderate,1
21820,Europe,Racing Socks,High,1
21932,North America,Racing Socks,Moderate,1
22029,Pacific,Racing Socks,Moderate,1
22251,North America,Racing Socks,Moderate,1
22474,Europe,Racing Socks,Low,1
22490,Europe,Racing Socks,Low,1
22545,North America,Racing Socks,Moderate,1
22677,Europe,Racing Socks,Low,1
22725,North America,Racing Socks,Moderate,1
22815,Europe,Racing Socks,High,1
22823,Europe,Racing Socks,High,1
22855,Pacific,Racing Socks,High,1
22922,Pacific,Racing Socks,High,1
23186,North America,Racing Socks,High,1
23197,North America,Racing Socks,Moderate,1
23211,North America,Racing Socks,High,1
23265,North America,Racing Socks,Moderate,1
23288,North America,Racing Socks,Moderate,1
23320,Pacific,Racing Socks,Low,1
23386,North America,Racing Socks,Moderate,1
23491,North America,Racing Socks,High,1
23493,North America,Racing Socks,High,1
23548,North America,Racing Socks,Low,1
23689,North America,Racing Socks,Moderate,1
23712,North America,Racing Socks,High,1
23767,Europe,Racing Socks,Low,1
23786,North America,Racing Socks,Low,1
23811,North America,Racing Socks,Moderate,1
23819,North America,Racing Socks,Moderate,1
23829,North America,Racing Socks,Moderate,1
23843,North America,Racing Socks,Moderate,1
23854,North America,Racing Socks,Moderate,1
23877,North America,Racing Socks,Moderate,1
23887,North America,Racing Socks,Moderate,1
23899,Europe,Racing Socks,Low,1
24002,Pacific,Racing Socks,Low,1
24029,Europe,Racing Socks,Low,1
24042,Europe,Racing Socks,Low,1
24117,Europe,Racing Socks,Low,1
24213,Europe,Racing Socks,Low,1
24401,North America,Racing Socks,High,1
24634,North America,Racing Socks,Moderate,1
24707,Europe,Racing Socks,Low,1
24798,North America,Racing Socks,Moderate,1
24877,Europe,Racing Socks,High,1
24956,North America,Racing Socks,Low,1
25084,North America,Racing Socks,Moderate,1
25149,North America,Racing Socks,Moderate,1
25154,North America,Racing Socks,High,1
25226,Pacific,Racing Socks,High,1
25264,North America,Racing Socks,Moderate,1
25438,North America,Racing Socks,Moderate,1
25687,Europe,Racing Socks,Low,1
25879,North America,Racing Socks,Moderate,1
25905,North America,Racing Socks,Moderate,1
25942,North America,Racing Socks,Moderate,1
26005,North America,Racing Socks,Moderate,1
26011,North America,Racing Socks,High,1
26082,North America,Racing Socks,High,1
26098,North America,Racing Socks,High,1
26115,North America,Racing Socks,High,1
26147,Pacific,Racing Socks,High,1
26149,Pacific,Racing Socks,High,1
26269,North America,Racing Socks,Low,1
26320,North America,Racing Socks,High,1
26324,North America,Racing Socks,High,1
26441,Pacific,Racing Socks,High,1
26538,North America,Racing Socks,High,1
26626,North America,Racing Socks,Moderate,1
26698,North America,Racing Socks,High,1
27113,North America,Racing Socks,Moderate,1
27402,North America,Racing Socks,Low,1
27408,North America,Racing Socks,High,1
27621,North America,Racing Socks,High,1
27676,North America,Racing Socks,Moderate,1
27776,Europe,Racing Socks,Low,1
27784,Europe,Racing Socks,Low,1
27790,Europe,Racing Socks,Low,1
27822,Europe,Racing Socks,Low,1
27845,Europe,Racing Socks,Low,1
27894,Europe,Racing Socks,Low,1
27909,Europe,Racing Socks,Low,1
28030,North America,Racing Socks,High,1
28037,North America,Racing Socks,High,1
28061,North America,Racing Socks,High,1
28154,North America,Racing Socks,High,1
28249,North America,Racing Socks,High,1
28359,North America,Racing Socks,Moderate,1
28677,North America,Racing Socks,High,1
28784,North America,Racing Socks,Low,1
29189,Pacific,Racing Socks,High,1
29218,North America,Racing Socks,High,1
29260,North America,Racing Socks,High,1
29320,Pacific,Racing Socks,High,1
29331,Pacific,Racing Socks,Low,1
29370,Europe,Racing Socks,Low,1
29392,Europe,Racing Socks,Moderate,1
11001,Pacific,Road Bottle Cage,Moderate,1
11018,Pacific,Road Bottle Cage,Low,1
11029,Pacific,Road Bottle Cage,Low,1
11031,Pacific,Road Bottle Cage,Low,1
11033,Pacific,Road Bottle Cage,Low,1
11035,Pacific,Road Bottle Cage,Low,1
11044,Pacific,Road Bottle Cage,Low,1
11071,Pacific,Road Bottle Cage,High,1
11073,Pacific,Road Bottle Cage,High,1
11078,North America,Road Bottle Cage,Moderate,1
11079,Pacific,Road Bottle Cage,High,1
11082,North America,Road Bottle Cage,High,1
11084,North America,Road Bottle Cage,High,1
11088,North America,Road Bottle Cage,High,1
11099,Pacific,Road Bottle Cage,Moderate,1
11100,Pacific,Road Bottle Cage,Moderate,1
11110,Pacific,Road Bottle Cage,Moderate,1
11171,North America,Road Bottle Cage,High,1
11175,North America,Road Bottle Cage,High,1
11185,North America,Road Bottle Cage,High,1
11203,North America,Road Bottle Cage,Moderate,1
11211,North America,Road Bottle Cage,Moderate,1
11212,North America,Road Bottle Cage,Moderate,1
11223,North America,Road Bottle Cage,High,1
11237,Europe,Road Bottle Cage,High,1
11242,Europe,Road Bottle Cage,High,1
11245,Europe,Road Bottle Cage,High,1
11247,Europe,Road Bottle Cage,High,1
11248,Europe,Road Bottle Cage,High,1
11252,North America,Road Bottle Cage,High,1
11253,North America,Road Bottle Cage,Moderate,1
11263,North America,Road Bottle Cage,High,1
11264,North America,Road Bottle Cage,High,1
11337,Europe,Road Bottle Cage,Low,1
11342,Europe,Road Bottle Cage,Low,1
11343,Europe,Road Bottle Cage,Low,1
11344,Europe,Road Bottle Cage,Low,1
11349,Europe,Road Bottle Cage,Low,1
11351,Europe,Road Bottle Cage,Low,1
11354,Europe,Road Bottle Cage,Low,1
11355,Europe,Road Bottle Cage,Moderate,1
11356,Pacific,Road Bottle Cage,Low,1
11358,Pacific,Road Bottle Cage,Low,1
11359,Pacific,Road Bottle Cage,Low,1
11365,Pacific,Road Bottle Cage,Low,1
11372,Pacific,Road Bottle Cage,Low,1
11373,Europe,Road Bottle Cage,Low,1
11375,Europe,Road Bottle Cage,Low,1
11383,Europe,Road Bottle Cage,Low,1
11384,Europe,Road Bottle Cage,Low,1
11385,Europe,Road Bottle Cage,Low,1
11390,Europe,Road Bottle Cage,Low,1
11393,Europe,Road Bottle Cage,Low,1
11397,Europe,Road Bottle Cage,Low,1
11411,Europe,Road Bottle Cage,High,1
11415,Europe,Road Bottle Cage,High,1
16762,North America,Road Tire Tube,Moderate,1
16772,North America,Road Tire Tube,Moderate,1
16782,North America,Road Tire Tube,Moderate,1
16790,North America,Road Tire Tube,Moderate,1
16800,North America,Road Tire Tube,Moderate,1
16948,North America,Road Tire Tube,Moderate,1
17066,Pacific,Road Tire Tube,Moderate,1
17067,Pacific,Road Tire Tube,Moderate,1
17073,Pacific,Road Tire Tube,Moderate,1
17076,Pacific,Road Tire Tube,Moderate,1
17084,Europe,Road Tire Tube,Low,1
17106,Europe,Road Tire Tube,Low,1
17112,Europe,Road Tire Tube,Moderate,1
17283,Pacific,Road Tire Tube,Moderate,1
17296,Pacific,Road Tire Tube,Moderate,1
17302,Pacific,Road Tire Tube,Moderate,1
17303,Pacific,Road Tire Tube,Moderate,1
17316,Pacific,Road Tire Tube,Moderate,1
17345,North America,Road Tire Tube,Moderate,1
17347,North America,Road Tire Tube,Low,1
17350,Pacific,Road Tire Tube,Moderate,1
17351,Pacific,Road Tire Tube,Moderate,1
17372,North America,Road Tire Tube,Moderate,1
17442,North America,Road Tire Tube,Low,1
17503,Pacific,Road Tire Tube,Moderate,1
17621,North America,Road Tire Tube,Moderate,1
17650,Europe,Road Tire Tube,Moderate,1
17728,Pacific,Road Tire Tube,Low,1
17730,Pacific,Road Tire Tube,Low,1
17818,Europe,Road Tire Tube,Moderate,1
17819,Europe,Road Tire Tube,Moderate,1
17871,North America,Road Tire Tube,Moderate,1
17898,Europe,Road Tire Tube,Low,1
17901,Europe,Road Tire Tube,Low,1
17905,Pacific,Road Tire Tube,Low,1
17907,Pacific,Road Tire Tube,Low,1
17932,Europe,Road Tire Tube,Low,1
17950,Europe,Road Tire Tube,Low,1
17955,Europe,Road Tire Tube,Low,1
17956,Europe,Road Tire Tube,Low,1
17973,Europe,Road Tire Tube,Low,1
18001,Europe,Road Tire Tube,Low,1
18003,Europe,Road Tire Tube,Low,1
18007,Europe,Road Tire Tube,Moderate,1
18011,Europe,Road Tire Tube,Low,1
18012,Europe,Road Tire Tube,Moderate,1
18013,Europe,Road Tire Tube,Moderate,1
18020,Europe,Road Tire Tube,Low,1
18023,Europe,Road Tire Tube,Low,1
18029,Europe,Road Tire Tube,Low,1
18035,Europe,Road Tire Tube,Low,1
18080,North America,Road Tire Tube,Moderate,1
18092,North America,Road Tire Tube,Moderate,1
18121,North America,Road Tire Tube,Moderate,1
18188,Pacific,Road Tire Tube,Moderate,1
18192,Pacific,Road Tire Tube,Moderate,1
18227,North America,Road Tire Tube,Moderate,1
18233,North America,Road Tire Tube,Moderate,1
18255,Pacific,Road Tire Tube,Moderate,1
